Unnamed: 0,id,release_date,title
4715,267463,2014-09-06,The 10 Year Plan
4716,254578,2014-09-25,Phoenix
4717,11313,2001-09-07,Hearts in Atlantis
4718,1494,2006-12-14,Curse of the Golden Flower
4719,374458,2016-05-20,Graduation
4720,297725,2018-05-19,The Man Who Killed Don Quixote
4721,19997,1953-01-26,Niagara
4722,11003,1998-02-13,The Wedding Singer
4723,524216,2020-10-08,The Mortuary Collection
4724,239566,2014-08-01,Get on Up
4725,8489,2001-12-10,Ali
4726,4985,1974-08-21,The Longest Yard
4727,776328,2021-10-14,Marilyn's Eyes
4728,188927,2016-07-07,Star Trek Beyond
4729,20504,2010-01-11,The Book of Eli
4730,578189,2019-10-25,Black and Blue
4731,449443,2018-01-18,Den of Thieves
4732,337676,2017-09-07,"Mektoub, My Love: Canto Uno"
4733,11144,1978-09-15,They Called Him Bulldozer
4734,10935,1980-11-19,Heaven's Gate
4735,2255,1997-04-04,Chasing Amy
4736,569547,2018-12-28,Black Mirror: Bandersnatch
4737,401246,2017-08-25,The Square
4738,369192,2017-09-22,Battle of the Sexes
4739,145247,2013-12-25,The 100 Year-Old Man Who Climbed Out the Window and Disappeared
4740,11086,2001-12-21,The Majestic
4741,763329,2021-12-10,Red Rocket
4742,256924,2015-03-19,Danny Collins
4743,198184,2015-03-04,Chappie
4744,42691,1967-09-07,Oedipus Rex
4745,37137,1991-06-28,The Naked Gun 2½: The Smell of Fear
4746,9319,1991-03-19,The Last Boy Scout
4747,1947,2005-09-09,An Unfinished Life
4748,554241,2019-11-08,Playing with Fire
4749,369770,2015-12-16,The Sense of Wonder
4750,79443,2011-12-02,The Smurfs: A Christmas Carol
4751,6973,2007-08-31,In the Valley of Elah
4752,1125,2006-12-25,Dreamgirls
4753,760104,2022-03-17,X
4754,443463,2018-06-29,Leave No Trace
4755,41402,2010-10-01,Let Me In
4756,12706,1998-06-25,Croupier
4757,10222,1989-04-20,Kickboxer
4758,1858,2007-06-27,Transformers
4759,760741,2022-08-11,Beast
4760,348765,2015-11-05,Alaska
4761,286519,2014-09-04,Boychoir
4762,10060,2005-11-09,Get Rich or Die Tryin'
4763,9481,1999-11-04,The Bone Collector
4764,1870,1965-12-08,Fantomas Unleashed
4765,468202,2017-10-26,The Girl in the Fog
4766,278427,2010-12-21,Family Guy Presents: It's a Trap!
4767,252178,2014-10-10,'71
4768,31135,1947-09-27,Mickey and the Beanstalk
4769,30596,2009-12-18,Bodyguards and Assassins
4770,2616,1989-08-16,Uncle Buck
4771,817648,2022-01-28,Home Team
4772,552688,2023-05-04,The Mother
4773,444090,2017-09-29,The Ash Lad: In the Hall of the Mountain King
4774,174733,2013-02-21,Metro
4775,186161,2013-04-19,The Gilded Cage
4776,14609,2006-02-21,Ultimate Avengers: The Movie
4777,11522,1986-02-28,Pretty in Pink
4778,691,1977-07-07,The Spy Who Loved Me
4779,638597,2021-03-12,Yes Day
4780,538225,2019-06-01,Deadwood: The Movie
4781,366672,2022-07-14,Paws of Fury: The Legend of Hank
4782,352161,2015-08-13,The Clan
4783,10758,2007-05-25,Waitress
4784,9740,2001-02-08,Hannibal
4785,5854,1976-04-09,Family Plot
4786,4566,2007-10-12,Michael Clayton
4787,2293,1995-10-20,Mallrats
4788,11633,2004-04-17,Appleseed
4789,11129,1999-06-04,Human Traffic
4790,10586,1996-10-11,The Ghost and the Darkness
4791,10195,2011-04-21,Thor
4792,751741,2022-12-09,Night at the Museum: Kahmunrah Rises Again
4793,614292,2020-06-15,Bad Tales
4794,351145,2015-09-21,Retribution
4795,154400,2014-09-12,The Drop
4796,21474,2009-07-31,Bring It On: Fight to the Finish
4797,16366,2000-11-07,Joseph: King of Dreams
4798,10364,1970-06-24,Catch-22
4799,448776,2018-05-24,A Prayer Before Dawn
4800,303991,2015-04-08,Demolition
4801,249397,2013-12-25,Nymphomaniac: Vol. II
4802,16411,2005-05-12,Initial D
4803,10897,1994-08-05,The Little Rascals
4804,321697,2015-10-09,Steve Jobs
4805,283235,2015-09-25,99 Homes
4806,261102,2014-12-25,The Club of the Misunderstood
4807,91745,2013-09-12,Romeo & Juliet
4808,2266,2006-06-21,Paris Je T'aime
4809,603519,2019-06-19,Beats
4810,548537,2018-11-23,I Am Jonas
4811,419635,2017-09-08,Kodachrome
4812,51052,2011-11-10,Arthur Christmas
4813,9654,2003-05-30,The Italian Job
4814,1680,1962-08-11,King Kong vs. Godzilla
4815,338762,2020-03-05,Bloodshot
4816,38285,1984-12-20,Il ragazzo di campagna
4817,1365,2001-06-07,Monster's Ball
4818,46169,2007-10-12,Twitches Too
4819,12626,1987-12-16,Broadcast News
4820,9411,1998-01-01,Fallen
4821,9062,1970-12-16,Love Story
4822,198185,2014-05-09,Million Dollar Arm
4823,105077,2009-10-27,Battlestar Galactica: The Plan
4824,11592,1994-04-13,Serial Mom
4825,10045,2004-11-09,District B13
4826,9272,1993-09-24,The Good Son
4827,8348,1974-05-23,Thunderbolt and Lightfoot
4828,535292,2019-10-24,21 Bridges
4829,10846,2005-10-14,The Tiger and the Snow
4830,9469,1998-05-01,He Got Game
4831,873126,2022-11-30,My Name Is Vendetta
4832,37686,2011-06-08,Super 8
4833,21481,2005-10-14,Twitches
4834,14097,2005-09-19,9th Company
4835,9789,2007-03-28,My Brother Is an Only Child
4836,9374,1992-07-30,Death Becomes Her
4837,621870,2020-09-25,Secret Society of Second Born Royals
4838,474335,2018-06-27,Uncle Drew
4839,258322,2014-03-06,Fasten Your Seatbelts
4840,14181,2000-02-18,Boiler Room
4841,11507,1984-10-25,Body Double
4842,5994,2000-12-12,The Family Man
4843,712,1994-03-09,Four Weddings and a Funeral
4844,722149,2023-02-24,Luther: The Fallen Sun
4845,74465,2011-12-08,We Bought a Zoo
4846,13275,2006-01-27,Annapolis
4847,12573,2009-09-30,A Serious Man
4848,11904,1985-12-04,Young Sherlock Holmes
4849,9953,2004-09-02,A Love Song for Bobby Long
4850,8456,2008-03-04,Never Back Down
4851,1439,1999-12-16,Anna and the King
4852,1045944,2022-12-06,The Boss Baby: Christmas Bonus
4853,360605,2015-12-10,Invisible Sister
4854,231176,2013-10-31,Sun in Buckets
4855,36647,1998-08-21,Blade
4856,8292,2005-08-11,Four Brothers
4857,614560,2020-11-13,Mank
4858,16121,1980-01-22,The Big Red One
4859,12205,2002-01-19,Dark Water
4860,11448,1995-09-13,Mighty Aphrodite
4861,11319,1977-06-22,The Rescuers
4862,795,1998-04-10,City of Angels
4863,350499,2015-07-18,Pokémon the Movie: Hoopa and the Clash of Ages
4864,48175,2007-03-16,7 and 8
4865,37777,1983-10-27,Soap and Water
4866,14022,1991-07-05,Slacker
4867,4547,2002-03-29,Panic Room
4868,882598,2022-09-23,Smile
4869,427348,2017-11-01,Carbone
4870,397243,2016-12-21,The Autopsy of Jane Doe
4871,153158,2013-07-18,Underdogs
4872,1696,2005-07-22,The Devil's Rejects
4873,496,2006-11-01,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
4874,477510,2018-08-10,Dog Days
4875,467632,2018-04-19,Bad Samaritan
4876,455974,2017-10-02,Blue My Mind
4877,381262,2016-03-16,In Her Name
4878,269650,2014-05-28,Appleseed Alpha
4879,16180,1973-06-15,The Legend of Hell House
4880,13614,2007-09-21,Katyn
4881,11497,1989-11-17,All Dogs Go to Heaven
4882,500682,2019-03-15,The Highwaymen
4883,51209,2011-03-10,Kill the Irishman
4884,11253,2008-07-11,Hellboy II: The Golden Army
4885,375846,2015-08-24,Bad Sister
4886,244506,2014-10-17,Camp X-Ray
4887,105864,2015-11-14,The Good Dinosaur
4888,65760,2010-09-13,The Whistleblower
4889,63578,2011-04-24,The Trip
4890,27814,1988-04-15,Brain Damage
4891,325189,2015-06-26,Teen Beach 2
4892,276843,2014-09-26,What We Did on Our Holiday
4893,10837,1990-08-03,DuckTales: The Movie - Treasure of the Lost Lamp
4894,9326,1984-03-30,Romancing the Stone
4895,8835,2001-07-13,Legally Blonde
4896,7443,2000-06-23,Chicken Run
4897,2362,1973-08-15,Westworld
4898,683340,2022-07-29,Vengeance
4899,491283,2019-09-27,Judy
4900,377799,2016-02-17,One Man and his Cow
4901,15171,1973-03-01,Charlotte's Web
4902,14635,2002-03-25,The Rookie
4903,9919,2003-02-07,How to Lose a Guy in 10 Days
4904,443009,2018-04-04,"Don't Worry, He Won't Get Far on Foot"
4905,37233,1993-06-30,The Firm
4906,18095,1997-03-26,Dragon Ball GT: A Hero's Legacy
4907,4587,1990-12-14,Mermaids
4908,634,2001-04-13,Bridget Jones's Diary
4909,205775,2015-11-20,In the Heart of the Sea
4910,11259,1992-05-22,Far and Away
4911,257,2005-09-23,Oliver Twist
4912,833339,2022-03-17,Speak No Evil
4913,763285,2022-03-16,Ambulance
4914,353571,2016-06-02,Tallulah
4915,10552,1985-04-12,Cat's Eye
4916,517116,2019-09-13,Haunt
4917,116979,2012-10-02,Chained
4918,39104,1992-07-11,Dragon Ball Z: Super Android 13!
4919,28942,1979-05-25,The Brood
4920,9100,1996-05-03,The Craft
4921,8871,2000-11-15,How the Grinch Stole Christmas
4922,1875,1967-03-16,Fantomas vs. Scotland Yard
4923,763152,2021-07-30,More the Merrier
4924,649394,2021-07-21,Worth
4925,459992,2019-05-02,Long Shot
4926,57112,2004-12-15,Tu la conosci Claudia?
4927,11974,1989-02-17,The 'Burbs
4928,10226,2003-06-18,High Tension
4929,9749,1985-05-31,Fletch
4930,881164,2023-03-17,Boston Strangler
4931,419709,2017-11-03,Last Flag Flying
4932,338953,2022-04-06,Fantastic Beasts: The Secrets of Dumbledore
4933,13640,2007-09-18,Superman: Doomsday
4934,9538,1981-01-14,Scanners
4935,9318,1986-12-03,Asterix in Britain
4936,298618,2023-06-13,The Flash
4937,16241,1978-10-05,The Boys from Brazil
4938,13676,2008-08-25,The Little Mermaid: Ariel's Beginning
4939,245698,2015-09-16,Pawn Sacrifice
4940,13312,2007-06-13,Inside
4941,9031,1979-11-30,I'm for the Hippopotamus
4942,13685,1996-02-21,Bottle Rocket
4943,13258,2007-01-22,Son of Rambow
4944,82703,2014-02-07,Mr. Peabody & Sherman
4945,22798,2009-04-09,Whip It
4946,672741,2021-07-02,Till Death
4947,421447,2017-01-25,The Climb
4948,376570,2016-03-12,Hush
4949,332794,2016-10-12,The Odyssey
4950,254375,2014-08-14,Hector and the Search for Happiness
4951,18198,2008-02-26,Barbie Mariposa
4952,13061,2007-11-06,Your Friend the Rat
4953,11835,2007-08-31,Death Sentence
4954,276401,2014-10-10,The Disappearance of Eleanor Rigby: Him
4955,43645,1988-07-01,The Little Devil
4956,13971,2008-08-15,Wild Child
4957,11780,1995-04-13,Rob Roy
4958,11541,1982-12-17,The Year of Living Dangerously
4959,11318,1994-12-28,The Madness of King George
4960,10855,2002-11-15,Naked Weapon
4961,8967,2011-05-17,The Tree of Life
4962,8536,1980-12-04,Superman II
4963,7985,2006-03-01,Penelope
4964,2925,1996-09-20,The First Wives Club
4965,57737,2011-03-01,Barbie: A Fairy Secret
4966,591273,2021-06-28,Fear Street: 1994
4967,30163,1986-12-17,Fugitives
4968,22796,1998-09-11,Simon Birch
4969,15762,1986-08-21,Night of the Creeps
4970,646385,2022-01-12,Scream
4971,96724,2012-09-06,Anna Karenina
4972,11558,1976-12-03,Silver Streak
4973,4912,2002-12-31,Confessions of a Dangerous Mind
4974,760161,2022-07-27,Orphan: First Kill
4975,523773,2018-08-24,Little Italy
4976,15854,2008-11-08,Kung Fu Panda: Secrets of the Furious Five
4977,509598,2019-10-25,Mr. Jones
4978,212716,2013-09-07,What If
4979,38050,2011-03-03,The Adjustment Bureau
4980,1001865,2022-11-18,Scrooge: A Christmas Carol
4981,597094,2019-05-31,First Love
4982,384664,2016-09-15,Goodbye Berlin
4983,276844,2014-06-13,The Little Death
4984,11185,1989-05-12,"See No Evil, Hear No Evil"
4985,10692,1986-09-24,Henry: Portrait of a Serial Killer
4986,6435,1998-10-16,Practical Magic
4987,504562,2019-10-31,Motherless Brooklyn
4988,402529,2017-06-12,All Eyez on Me
4989,399170,2017-08-17,Logan Lucky
4990,299582,2014-11-21,A Royal Christmas
4991,9819,1996-12-18,Marvin's Room
4992,9763,2005-09-29,Goal!
4993,2179,2006-11-22,Tenacious D in The Pick of Destiny
4994,543343,2019-04-13,Guava Island
4995,301351,2015-08-26,We Are Your Friends
4996,278236,2014-03-13,X+Y
4997,45610,2011-09-23,Machine Gun Preacher
4998,37606,1989-11-17,Valmont
4999,29917,2009-06-19,Exam
5000,14611,2006-08-08,Ultimate Avengers 2: Rise of the Panther
5001,12651,1990-09-07,Memphis Belle
5002,11880,2002-05-10,Dog Soldiers
5003,8355,2009-06-26,Ice Age: Dawn of the Dinosaurs
5004,424783,2018-12-15,Bumblebee
5005,294254,2015-09-09,Maze Runner: The Scorch Trials
5006,38199,2010-06-14,Unthinkable
5007,13509,1987-08-14,The Monster Squad
5008,522931,2021-06-14,Hitman's Wife's Bodyguard
5009,353066,2018-03-02,The Vanishing of Sidney Hall
5010,16992,1997-12-31,The Boxer
5011,14392,2007-12-12,The Warlords
5012,10096,2004-04-13,13 Going on 30
5013,215743,2013-09-05,Moebius
5014,4978,1986-11-21,An American Tail
5015,107846,2013-10-09,Escape Plan
5016,36568,1998-04-17,Paulie
5017,1721,1972-12-22,All the Way Boys
5018,591,2006-05-17,The Da Vinci Code
5019,291081,2009-02-28,Red Riding: The Year of Our Lord 1974
5020,47854,2010-09-01,Legend of the Fist: The Return of Chen Zhen
5021,12684,1937-01-08,Sabotage
5022,11959,1989-07-21,UHF
5023,913,1999-08-06,The Thomas Crown Affair
5024,283350,2014-09-04,Before We Go
5025,9367,1992-09-04,El Mariachi
5026,578701,2021-05-05,Those Who Wish Me Dead
5027,334522,2016-02-15,Alone in Berlin
5028,655187,2020-10-02,Coven
5029,316152,2016-06-24,Free State of Jones
5030,4517,2007-09-09,Elizabeth: The Golden Age
5031,1552,1989-07-31,Parenthood
5032,790142,2022-01-20,The Royal Treatment
5033,463858,2018-09-12,The Freshmen
5034,290864,2014-10-31,Kung Fu Jungle
5035,124157,2012-07-25,The Thieves
5036,53957,2009-03-13,La matassa
5037,48415,2010-10-01,Welcome to the South
5038,27431,1971-02-12,The Cat o' Nine Tails
5039,11542,1980-12-25,Altered States
5040,858,1993-06-24,Sleepless in Seattle
5041,571627,2019-07-31,The Divine Fury
5042,515195,2019-06-26,Yesterday
5043,12508,2001-09-04,Rock Star
5044,12233,1988-11-18,Oliver & Company
5045,11009,1977-12-16,Saturday Night Fever
5046,1701,1997-06-05,Con Air
5047,298,2007-06-06,Ocean's Thirteen
5048,667869,2020-11-03,The Life Ahead
5049,21683,2003-10-21,Batman: Mystery of the Batwoman
5050,18764,1992-01-15,Twin Dragons
5051,17467,1991-10-05,Riki-Oh: The Story of Ricky
5052,3573,1996-08-02,Emma
5053,686487,1963-06-26,King Kong vs. Godzilla
5054,568091,2019-09-22,Fractured
5055,493551,2018-08-29,Operation Finale
5056,401200,2018-11-07,Kursk
5057,390669,2016-03-31,One Kiss
5058,273153,2015-08-19,Summertime
5059,200505,2014-04-11,Draft Day
5060,46655,1968-03-22,The Little Bather
5061,46195,2011-04-03,Rio
5062,22021,1973-06-13,Coffy
5063,8699,2004-06-28,Anchorman: The Legend of Ron Burgundy
5064,956,2006-04-25,Mission: Impossible III
5065,381719,2018-02-07,Peter Rabbit
5066,121879,2012-11-02,A Late Quartet
5067,13820,1984-02-20,Repo Man
5068,10591,2004-04-09,The Girl Next Door
5069,4271,1988-02-03,Life Is a Long Quiet River
5070,511322,2019-11-08,The Good Liar
5071,484510,2017-11-01,Trolls Holiday
5072,347866,2018-07-26,Hot Summer Nights
5073,2669,1984-05-04,The Bounty
5074,1936,1954-04-30,River of No Return
5075,736526,2022-12-01,Troll
5076,458594,2018-09-06,Peppermint
5077,209263,2013-09-18,Enough Said
5078,35554,2009-11-27,Cado dalle nubi
5079,27585,2010-12-16,Rabbit Hole
5080,16367,2005-08-30,Kinky Boots
5081,11235,1983-02-17,Local Hero
5082,10510,1994-11-18,Miracle on 34th Street
5083,7229,2003-10-22,Ruby & Quentin
5084,39513,2011-02-14,Paul
5085,31608,1989-01-27,Three Fugitives
5086,12246,2007-09-20,Mongol: The Rise of Genghis Khan
5087,791155,2022-08-12,Secret Headquarters
5088,497916,2018-03-08,The Resistance Banker
5089,496967,2019-10-02,Atlantics
5090,72432,2011-09-23,Puncture
5091,28176,1988-08-12,Tucker: The Man and His Dream
5092,22307,1973-03-26,Sisters
5093,6312,2001-01-31,Brotherhood of the Wolf
5094,803104,2022-01-14,Sex Appeal
5095,529106,2021-04-01,Major Grom: Plague Doctor
5096,517839,2018-09-27,Border
5097,14370,1985-08-07,Real Genius
5098,605,2003-11-05,The Matrix Revolutions
5099,542830,2019-05-01,Little White Lies 2
5100,392044,2017-11-03,Murder on the Orient Express
5101,46146,2010-10-29,Troll Hunter
5102,13155,1985-06-21,Return to Oz
5103,10675,1988-02-16,Frantic
5104,9960,1963-08-13,Lord of the Flies
5105,8736,2006-06-21,Dikkenek
5106,5255,2004-11-10,The Polar Express
5107,499701,2019-08-08,Dora and the Lost City of Gold
5108,39514,2010-10-13,RED
5109,31642,1993-12-24,Heaven & Earth
5110,2016,2006-09-27,Days of Glory
5111,760747,2021-07-30,The Trip
5112,618219,2019-09-04,Mosul
5113,313922,2016-04-15,Green Room
5114,10729,1990-07-13,Quick Change
5115,209361,2013-09-09,One Chance
5116,44718,2009-09-21,Get Low
5117,471474,2018-01-12,Batman: Gotham by Gaslight
5118,340101,2017-02-19,Their Finest
5119,337167,2018-01-17,Fifty Shades Freed
5120,77499,2011-11-03,Barbie: A Perfect Christmas
5121,34942,2004-04-14,Balto III: Wings of Change
5122,24008,1952-09-03,Monkey Business
5123,17332,2009-04-24,The Soloist
5124,310,2003-05-23,Bruce Almighty
5125,579047,2021-08-18,Reminiscence
5126,571891,2019-07-12,Pokémon the Movie: Mewtwo Strikes Back - Evolution
5127,532953,2019-01-18,Purl
5128,438799,2018-11-01,Overlord
5129,394684,2016-10-28,May God Save Us
5130,10744,2003-11-26,The Cooler
5131,1909,1994-10-12,Don Juan DeMarco
5132,339419,2016-11-04,Loving
5133,201749,2013-08-22,Mr. Morgan's Last Love
5134,10183,2008-03-26,Frozen River
5135,9558,1990-07-18,King of New York
5136,3989,2004-10-10,Team America: World Police
5137,476631,2017-09-20,Barbie: Dolphin Magic
5138,455980,2018-05-30,Tag
5139,44251,1994-03-12,Dragon Ball Z: Broly – Second Coming
5140,772,1992-11-19,Home Alone 2: Lost in New York
5141,619297,2021-08-18,Sweet Girl
5142,618162,2021-10-22,The Harder They Fall
5143,11022,2002-01-14,Narc
5144,9519,2000-06-21,Chopper
5145,5175,2001-08-03,Rush Hour 2
5146,3784,1991-10-11,Frankie and Johnny
5147,336882,2015-08-28,The Wave
5148,62630,2011-02-11,The Devil's Double
5149,11455,1978-05-16,Up in Smoke
5150,11371,2001-07-13,The Score
5151,10731,1994-07-20,The Client
5152,2897,1956-10-17,Around the World in Eighty Days
5153,848058,2022-10-07,Piggy
5154,347026,2016-11-25,A United Kingdom
5155,15674,1996-04-07,Sabrina the Teenage Witch
5156,14553,1996-03-29,Stealing Beauty
5157,13448,2009-05-13,Angels & Demons
5158,1364,2001-08-24,Sex and Lucía
5159,429662,2017-03-03,Viceroy's House
5160,227719,2015-01-28,Project Almanac
5161,51980,1993-09-29,Germinal
5162,13691,2003-03-16,Piglet's Big Movie
5163,12227,1991-01-18,White Fang
5164,11622,1999-02-12,Blast from the Past
5165,454527,2021-07-09,Benedetta
5166,454458,2019-05-01,UglyDolls
5167,10419,1993-03-05,Swing Kids
5168,8880,2008-12-12,Che: Part Two
5169,8872,1992-02-14,Wayne's World
5170,2161,1966-08-24,Fantastic Voyage
5171,494974,2018-09-13,Red Joan
5172,359983,2015-11-22,The Lion Guard: Return of the Roar
5173,943,1992-05-15,Lethal Weapon 3
5174,823855,2021-05-14,I Am All Girls
5175,599845,2019-12-05,The Immortal
5176,328425,2015-07-31,The Gift
5177,55420,2011-07-22,Another Earth
5178,9781,1999-08-13,Detroit Rock City
5179,8328,2008-02-14,Step Up 2: The Streets
5180,2001,2007-10-12,We Own the Night
5181,375183,2017-05-18,A Family Man
5182,9599,1988-08-05,The Blob
5183,774825,2022-01-28,The Ice Age Adventures of Buck Wild
5184,9659,1979-04-12,Mad Max
5185,790,1980-02-08,The Fog
5186,520765,2020-01-16,Go!
5187,11838,2002-10-18,Ju-on: The Grudge
5188,615667,2020-11-25,Ma Rainey's Black Bottom
5189,505948,2019-06-07,I Am Mother
5190,236751,2014-04-16,Heaven Is for Real
5191,11302,1971-04-28,Bananas
5192,8065,2008-03-27,21
5193,3064,1989-03-10,Chances Are
5194,462883,2017-10-05,Woody Woodpecker
5195,57718,2011-02-25,Megamind: The Button of Doom
5196,10399,1999-11-12,Mansfield Park
5197,8271,2007-04-12,Disturbia
5198,4108,2002-10-02,The Transporter
5199,660833,2021-11-12,Multiverse
5200,504631,2019-10-15,Mermaid Down
5201,24803,2009-08-06,Julie & Julia
5202,9726,2006-09-09,A Good Year
5203,1930,2012-06-23,The Amazing Spider-Man
5204,549,1996-08-09,Basquiat
5205,988078,2023-06-23,Through My Window: Across the Sea
5206,608654,2019-09-04,The Banana Splits Movie
5207,452773,2017-03-25,"Tad, the Lost Explorer, and the Secret of King Midas"
5208,44683,2010-07-29,Tinker Bell and the Great Fairy Rescue
5209,468362,2018-05-15,The Angel
5210,236737,2014-03-14,Spanish Affair
5211,9044,2006-04-07,Tristan & Isolde
5212,616651,2021-07-29,Stillwater
5213,435126,2017-12-01,Perfect Strangers
5214,353070,2017-04-06,Going in Style
5215,345887,2018-07-19,The Equalizer 2
5216,185567,2013-12-04,Zulu
5217,65291,2011-04-09,Green Lantern: Emerald Knights
5218,47955,1982-07-07,White Dog
5219,12509,2000-09-06,Pollock
5220,814338,2022-09-02,Lady Chatterley's Lover
5221,632357,2021-03-31,The Unholy
5222,594767,2023-03-15,Shazam! Fury of the Gods
5223,119675,2013-05-26,Behind the Candelabra
5224,950,2006-03-29,Ice Age: The Meltdown
5225,284303,2014-10-07,Goodnight Mommy
5226,280217,2019-02-06,The Lego Movie 2: The Second Part
5227,250235,2014-01-23,Tutta colpa di Freud
5228,74513,2011-11-02,Special Forces
5229,768,2001-02-08,From Hell
5230,864959,2022-10-14,The Curse of Bridge Hollow
5231,513045,2019-07-11,Stuber
5232,75900,2011-11-23,My Week with Marilyn
5233,25189,1996-11-15,The Mirror Has Two Faces
5234,9588,1990-10-17,Quigley Down Under
5235,8669,2007-05-01,Charlie Bartlett
5236,622855,2020-11-06,Jingle Jangle: A Christmas Journey
5237,541660,2018-09-13,Loro
5238,484641,2019-06-19,Anna
5239,135397,2015-06-12,Jurassic World
5240,34204,2006-10-20,Return to Halloweentown
5241,11443,1995-10-06,Dead Presidents
5242,75802,2011-06-06,Hysteria
5243,25095,1992-10-16,Wuthering Heights
5244,14197,2008-05-26,My Sassy Girl
5245,13804,2009-04-02,Fast & Furious
5246,11967,1988-02-17,Young Guns
5247,150,1982-12-07,48 Hrs.
5248,716594,2021-08-19,No Man of God
5249,450465,2019-01-16,Glass
5250,26912,1967-11-09,Quatermass and the Pit
5251,16395,1980-02-07,Inferno
5252,11322,2009-07-01,Public Enemies
5253,6521,2000-10-13,The Contender
5254,462650,2017-06-16,Puss in Book: Trapped in an Epic Tale
5255,136799,2016-10-13,Trolls
5256,11706,1956-08-21,War and Peace
5257,5486,1971-09-08,A Bay of Blood
5258,597891,2021-09-10,Kate
5259,382595,2017-01-11,Dalida
5260,223485,2015-05-15,Slow West
5261,50546,2011-02-10,Just Go with It
5262,11130,2004-08-06,The Princess Diaries 2: Royal Engagement
5263,2290,1999-09-16,Jakob the Liar
5264,46138,2010-10-01,Made in Dagenham
5265,15300,1992-04-10,Newsies
5266,4349,2007-08-22,The Kingdom
5267,1389,1998-06-26,Out of Sight
5268,595586,2022-10-28,Causeway
5269,340176,2015-05-11,Tag
5270,10316,2011-09-24,The Ides of March
5271,10072,1987-02-27,A Nightmare on Elm Street 3: Dream Warriors
5272,9869,1992-06-04,Patriot Games
5273,2675,2002-08-02,Signs
5274,787,2005-06-07,Mr. & Mrs. Smith
5275,635731,2021-07-16,Pig
5276,262391,2014-04-16,Serial (Bad) Weddings
5277,244772,2014-06-05,The Skeleton Twins
5278,11307,1982-08-13,The World According to Garp
5279,97,1982-07-09,Tron
5280,762079,2021-12-01,The Advent Calendar
5281,9517,2001-06-15,Bully
5282,9489,1998-12-17,You've Got Mail
5283,3021,2007-06-22,1408
5284,852096,2023-02-24,We Have a Ghost
5285,574376,2019-08-30,Eye for an Eye
5286,418879,2018-02-01,The Current War
5287,390056,2017-09-15,Rebel in the Rye
5288,373571,2019-05-29,Godzilla: King of the Monsters
5289,363992,2017-05-11,The Wizard of Lies
5290,190880,2013-11-20,"Me, Myself and Mum"
5291,28609,1989-07-15,Dragon Ball Z: Dead Zone
5292,8265,2008-02-20,Welcome to the Sticks
5293,1788,1984-02-17,Footloose
5294,276908,2014-12-05,Comet
5295,262789,2014-04-03,Ti ricordi di me?
5296,35052,2009-12-04,Cracks
5297,10133,2002-10-01,Cypher
5298,7191,2008-01-15,Cloverfield
5299,7012,1983-11-28,The Day After
5300,1597,2000-10-06,Meet the Parents
5301,406994,2017-10-06,Better Watch Out
5302,337674,2016-05-25,Elle
5303,91586,2013-09-12,Insidious: Chapter 2
5304,81440,2011-12-02,"Good Luck Charlie, It's Christmas!"
5305,10585,1988-11-09,Child's Play
5306,9739,1993-10-08,Demolition Man
5307,287,1988-06-15,Bull Durham
5308,823766,2022-11-02,The Wonder
5309,46420,2009-09-13,The Loved Ones
5310,13851,2008-07-08,Batman: Gotham Knight
5311,10464,1994-08-12,"Corrina, Corrina"
5312,1887,2006-05-24,Marie Antoinette
5313,706972,2021-01-22,Narco Sub
5314,489430,2018-05-03,Terrified
5315,445793,2017-04-13,Husband & Wife
5316,232175,2013-10-17,Gimme Shelter
5317,10873,2000-05-15,Shadow of the Vampire
5318,5001,2000-09-03,Before Night Falls
5319,658751,2020-04-17,Rising High
5320,13763,1984-07-27,Purple Rain
5321,416186,2017-06-24,Godard Mon Amour
5322,246860,2014-08-20,Clouds of Sils Maria
5323,48138,2011-02-16,Unknown
5324,9410,1998-01-30,Great Expectations
5325,9079,1991-06-20,Dying Young
5326,814757,2022-12-09,Empire of Light
5327,585268,2019-10-02,War
5328,177699,2013-07-24,Alan Partridge: Alpha Papa
5329,56812,2010-12-17,The Last Circus
5330,46332,2010-09-08,Of Gods and Men
5331,11655,1993-11-05,Cronos
5332,619,1992-11-25,The Bodyguard
5333,401513,2017-01-26,Attraction
5334,244539,2014-01-18,Infinitely Polar Bear
5335,170687,2014-09-10,The Boxtrolls
5336,42172,1979-02-09,Hardcore
5337,10264,1990-12-19,Hamlet
5338,1957,2002-05-21,Enough
5339,11601,1999-09-10,Stir of Echoes
5340,10629,2003-07-11,Veronica Guerin
5341,9297,2006-06-30,Monster House
5342,7453,2005-04-28,The Hitchhiker's Guide to the Galaxy
5343,547565,2021-07-15,The Night House
5344,434775,2017-09-09,The Third Murder
5345,241855,2014-10-08,Spring
5346,136403,2012-11-27,Populaire
5347,41663,1980-11-13,Fantozzi Against the Wind
5348,21385,2004-08-04,"Mickey, Donald, Goofy: The Three Musketeers"
5349,438145,2018-09-05,Black '47
5350,256274,2014-08-14,"As Above, So Below"
5351,17609,2009-05-20,Antichrist
5352,589524,2019-04-18,The Champion
5353,514847,2020-03-11,The Hunt
5354,492452,2018-12-05,Ben Is Back
5355,417466,2019-08-15,Monos
5356,209185,2014-05-30,The Grand Seduction
5357,87492,2014-11-14,Foxcatcher
